Visitor,Plant,Family,Date,Elevation,Site,Data,Plant2,ElevationCorrect,MinEle,MaxEle,EleZone
Boloria pales,Leontodon Autumnalis?,Lep.,13/08/1889,1600,Gavarnie,MacLeod,Leontodon Autumnalis?,1600,1600,1600,1600-1800
Boloria pales,Leontodon Autumnalis?,Lep.,14/08/1889,1600,Gavarnie,MacLeod,Leontodon Autumnalis?,1600,1600,1600,1600-1800
Bombus hortorum,Aconitum napellus,Hym.,13/08/1889,1500-1700,Gavarnie,MacLeod,Aconitum sp.,1600,1600,1600,1600-1800
Bombus wurflenii,Aconitum napellus,Hym.,13/08/1890,1500-1701,Gavarnie,MacLeod,Aconitum sp.,1600,1600,1600,1600-1800
Bombus wurflenii,Aconitum napellus,Hym.,16/08/1890,1500-1701,Gavarnie,MacLeod,Aconitum sp.,1600,1600,1600,1600-1800
Bombus hortorum,Aconitum napellus,Hym.,16/08/1890,1500-1702,Gavarnie,MacLeod,Aconitum sp.,1600,1600,1600,1600-1800
Bombus hortorum,Aconitum napellus,Hym.,17/08/1890,1500-1703,Gavarnie,MacLeod,Aconitum sp.,1600,1600,1600,1600-1800
Bombus sichelii,Carduus medius,Hym.,13/08/1890,1550-1701,Gavarnie,MacLeod,Carduus defloratus,1600,1600,1600,1600-1800
Bombus sichelii,Carduus medius,Hym.,16/08/1890,1550-1701,Gavarnie,MacLeod,Carduus defloratus,1600,1600,1600,1600-1800
Bombus mesomelas,Carduus medius,Hym.,13/08/1890,1550-1701,Gavarnie,MacLeod,Carduus defloratus,1600,1600,1600,1600-1800
Bombus mesomelas,Carduus medius,Hym.,17/08/1890,1550-1701,Gavarnie,MacLeod,Carduus defloratus,1600,1600,1600,1600-1800
Bombus mesomelas,Carduus medius,Hym.,23/08/1890,1550-1701,Gavarnie,MacLeod,Carduus defloratus,1600,1600,1600,1600-1800
Bombus terrestris complex,Carduus medius,Hym.,13/08/1890,1550-1701,Gavarnie,MacLeod,Carduus defloratus,1600,1600,1600,1600-1800
Bombus terrestris complex,Carduus medius,Hym.,14/08/1890,1550-1701,Gavarnie,MacLeod,Carduus defloratus,1600,1600,1600,1600-1800
Bombus terrestris complex,Carduus medius,Hym.,16/08/1889,1550-1700,Gavarnie,MacLeod,Carduus defloratus,1600,1600,1600,1600-1800
 ,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P017,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Andrena ,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Eristalis sp.,Eryngium bourgati,Diptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Andrena sp.,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Andrena sp.,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Apis ,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Eristalis tenax,Eryngium bourgati,Diptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Eristalis tenax,Eryngium bourgati,Diptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Bombus lapidarius,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Bombus soroeensis,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Bombus soroeensis,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Bombus soroeensis,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P016,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Andrena ,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P017,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Apis ,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P017,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Bombus sp.,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P017,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Eristalis sp.,Eryngium bourgati,Diptera,09/08/2005,1610,P017,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Eristalis tenax,Eryngium bourgati,Diptera,09/08/2005,1610,P017,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Bombus pascuorum,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P017,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Bombus soroeensis,Eryngium bourgati,Hymenoptera,09/08/2005,1610,P017,Biesmeijer,Eryngium bourgati,1610,1610,1610,1600-1800
Bombus hortorum,Aconitum napellus,,31/08/2006,1611,P414,Biesmeijer,Aconitum sp.,1611,1611,1611,1600-1800
Argynnis aglaja,Centaurea nigra,Lepidoptera,16/08/2005,1616,P113x,Biesmeijer,Centaurea nigra,1616,1616,1616,1600-1800
Eristalis sp.,Centaurea nigra,Diptera,16/08/2005,1616,P113,Biesmeijer,Centaurea nigra,1616,1616,1616,1600-1800
Bombus sp.,Centaurea nigra,Hymenoptera,16/08/2005,1616,P113,Biesmeijer,Centaurea nigra,1616,1616,1616,1600-1800
Bombus pascuorum,Centaurea nigra,Hymenoptera,16/08/2005,1616,P113,Biesmeijer,Centaurea nigra,1616,1616,1616,1600-1800
Bombus mesomelas,Centaurea nigra,Hymenoptera,16/08/2005,1616,P113x,Biesmeijer,Centaurea nigra,1616,1616,1616,1600-1800
Bombus soroeensis,scabiosa columbaria,,22/08/2006,1618,P321,Biesmeijer,Scabiosa columbaria,1618,1618,1618,1600-1800
Eristalis sp,scabiosa columbaria,,22/08/2006,1618,P321,Biesmeijer,Scabiosa columbaria,1618,1618,1618,1600-1800
Issoria lathonia,scabiosa columbaria,Lepidoptera,22/08/2006,1618,P321,Biesmeijer,Scabiosa columbaria,1618,1618,1618,1600-1800
Syrphid volucella type,scabiosa columbaria,,22/08/2006,1618,P321,Biesmeijer,Scabiosa columbaria,1618,1618,1618,1600-1800
Bombus sp.,Centaurea nigra,Hymenoptera,16/08/2005,1619,P116,Biesmeijer,Centaurea nigra,1619,1619,1619,1600-1800
Bombus wurflenii,Centaurea nigra,Hymenoptera,16/08/2005,1619,P116,Biesmeijer,Centaurea nigra,1619,1619,1619,1600-1800
Bombus humilis,Centaurea nigra,Hymenoptera,16/08/2005,1619,P116,Biesmeijer,Centaurea nigra,1619,1619,1619,1600-1800
Bombus mesomelas,Centaurea nigra,Hymenoptera,16/08/2005,1619,P116,Biesmeijer,Centaurea nigra,1619,1619,1619,1600-1800
Bombus soroeensis,Centaurea nigra,Hymenoptera,16/08/2005,1619,P116,Biesmeijer,Centaurea nigra,1619,1619,1619,1600-1800
Aricia agestis,Allium montana,Lepidoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Lasioglossum ,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Lasioglossum ,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Lasioglossum ,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Hylaeus ,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Hylaeus ,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Hylaeus ,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
 ,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P003,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Lasioglossum ,Allium montana,Hymenoptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Lasioglossum ,Allium montana,Hymenoptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus bohemicus,Allium montana,Hymenoptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sichelii,Allium montana,Hymenoptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Bombus sp.,Allium montana,Hymenoptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
Eristalis sp.,Allium montana,Diptera,08/08/2005,1623,P004,Biesmeijer,Allium lusitanicum,1623,1623,1623,1600-1800
 ,Centaurea nigra,Hymenoptera,08/08/2005,1623,P002,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Eristalis tenax,Centaurea nigra,Diptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Vollucella ,Centaurea nigra,Diptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Eristalis ,Centaurea nigra,Diptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Andrena ,Centaurea nigra,Hymenoptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Bombus lapidarius,Centaurea nigra,Hymenoptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Bombus lapidarius,Centaurea nigra,Hymenoptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Bombus humilis,Centaurea nigra,Hymenoptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Bombus pyrenaeus,Centaurea nigra,Hymenoptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Bombus hortorum,Centaurea nigra,Hymenoptera,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Bombus lapidarius,Centaurea nigra,Hymenoptera,08/08/2005,1623,P002,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Panurgus ,Centaurea nigra,Hymenoptera,08/08/2005,1623,P009,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Bombus soroeensis,Centaurea nigra,Hymenoptera,08/08/2005,1623,P009,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
 ,Centaurea nigra,,08/08/2005,1623,P001,Biesmeijer,Centaurea nigra,1623,1623,1623,1600-1800
Aglais urticae,Cirsium arvense,Lepidoptera,08/08/2005,1623,P007,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Macroglossa stellatarum,Cirsium arvense,Lepidoptera,08/08/2005,1623,P007,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Apis ,Cirsium arvense,Hymenoptera,08/08/2005,1623,P007,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Vollucella zonaria,Cirsium arvense,Diptera,08/08/2005,1623,P007,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Nomada ,Cirsium arvense,Hymenoptera,08/08/2005,1623,P007,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Halictus ,Cirsium arvense,Hymenoptera,08/08/2005,1623,P007,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Bombus sp.,Cirsium arvense,Hymenoptera,08/08/2005,1623,P007,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Eristalis tenax,Cirsium arvense,Diptera,08/08/2005,1623,P007,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Eristalis tenax,Cirsium arvense,Diptera,08/08/2005,1623,P007x,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Eristalis similis,Cirsium arvense,Diptera,08/08/2005,1623,P007x,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Andrena ,Cirsium arvense,Hymenoptera,08/08/2005,1623,P008,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Bombus lapidarius,Cirsium arvense,Hymenoptera,08/08/2005,1623,P008,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Bombus lapidarius,Cirsium arvense,Hymenoptera,08/08/2005,1623,P008,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Apis ,Cirsium arvense,Hymenoptera,08/08/2005,1623,P008,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Eristalis sp.,Cirsium arvense,Diptera,08/08/2005,1623,P008,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Volucella sp.,Cirsium arvense,Diptera,08/08/2005,1623,P008,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Bombus hortorum,Cirsium arvense,Hymenoptera,08/08/2005,1623,P008,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Bombus hortorum,Cirsium arvense,Hymenoptera,08/08/2005,1623,P008,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Merodon equestris,Cirsium arvense,Diptera,08/08/2005,1623,P008x,Biesmeijer,Cirsium arvense,1623,1623,1623,1600-1800
Lasioglossum ,Carduus medius,,27/08/2006,1625,P386,Biesmeijer,Carduus defloratus,1625,1625,1625,1600-1800
Bombus mesomelas,Cirsium eriophorum,,27/08/2006,1625,P384,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Bombus mesomelas,Cirsium eriophorum,,27/08/2006,1625,P384,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Bombus mesomelas,Cirsium eriophorum,,27/08/2006,1625,P384,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Bombus mesomelas,Cirsium eriophorum,,27/08/2006,1625,P384,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Bombus soroeensis,Cirsium eriophorum,,27/08/2006,1625,P384,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Bombus mesomelas,Cirsium eriophorum,,27/08/2006,1625,P385,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Bombus mesomelas,Cirsium eriophorum,,27/08/2006,1625,P385,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Bombus mesomelas,Cirsium eriophorum,,27/08/2006,1625,P387,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Bombus mesomelas,Cirsium eriophorum,,27/08/2006,1625,P387,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Macroglossa stellatarum,Cirsium eriophorum,Lepidoptera,27/08/2006,1625,P385,Biesmeijer,Cirsium eriophorum,1625,1625,1625,1600-1800
Apis ,Centaurea nigra,,22/08/2006,1628,P327,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Bombus soroeensis,Centaurea nigra,,22/08/2006,1628,P324,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Bombus soroeensis,Centaurea nigra,,22/08/2006,1628,P324,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Bombus ,Centaurea nigra,,22/08/2006,1628,P327,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Bombus soroeensis,Centaurea nigra,,22/08/2006,1628,P327,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Bombus lapidarius,Centaurea nigra,,22/08/2006,1628,P327,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Coenonympha pamphilus,Centaurea nigra,Lepidoptera,22/08/2006,1628,P324,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Episyrphus balteatus,Centaurea nigra,,22/08/2006,1628,P324,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Polyommatus coridon,Centaurea nigra,Lepidoptera,22/08/2006,1628,P327,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Vanessa cardui,Centaurea nigra,Lepidoptera,22/08/2006,1628,P324,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
 ,Centaurea nigra,,22/08/2006,1628,P327,Biesmeijer,Centaurea nigra,1628,1628,1628,1600-1800
Apis ,Cirsium arvense,,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Apis ,Cirsium arvense,,22/08/2006,1628,P326,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Bombus soroeensis,Cirsium arvense,,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Bombus mesomelas,Cirsium arvense,,22/08/2006,1628,P326,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Bombus soroeensis,Cirsium arvense,,22/08/2006,1628,P326,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Coenonympha pamphilus,Cirsium arvense,Lepidoptera,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Colias croceus,Cirsium arvense,Lepidoptera,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Eristalis ,Cirsium arvense,,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Eristalis tenax,Cirsium arvense,,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Eristalis ,Cirsium arvense,,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Eristalis ,Cirsium arvense,,22/08/2006,1628,P326,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Eristalis ,Cirsium arvense,,22/08/2006,1628,P326,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Issoria lathonia,Cirsium arvense,Lepidoptera,22/08/2006,1628,P326,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Melanargia lachesis,Cirsium arvense,Lepidoptera,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Syrphid ,Cirsium arvense,,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Syrphus type ,Cirsium arvense,,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Syrphus type ,Cirsium arvense,,22/08/2006,1628,P326,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
 ,Cirsium arvense,,22/08/2006,1628,P325,Biesmeijer,Cirsium arvense,1628,1628,1628,1600-1800
Hesperia comma,Centaurea nigra,Lepidoptera,09/08/2005,1629,P010,Biesmeijer,Centaurea nigra,1629,1629,1629,1600-1800
Hesperia comma,Centaurea nigra,Lepidoptera,09/08/2005,1629,P011,Biesmeijer,Centaurea nigra,1629,1629,1629,1600-1800
Halictus ,Centaurea nigra,Hymenoptera,09/08/2005,1629,P010,Biesmeijer,Centaurea nigra,1629,1629,1629,1600-1800
Anthidium ,Centaurea nigra,Hymenoptera,09/08/2005,1629,P010,Biesmeijer,Centaurea nigra,1629,1629,1629,1600-1800
Bombus lapidarius,Centaurea nigra,Hymenoptera,09/08/2005,1629,P010,Biesmeijer,Centaurea nigra,1629,1629,1629,1600-1800
Vollucella zonaria,Centaurea nigra,Diptera,09/08/2005,1629,P011,Biesmeijer,Centaurea nigra,1629,1629,1629,1600-1800
Anthidium ,Centaurea nigra,Hymenoptera,09/08/2005,1629,P011,Biesmeijer,Centaurea nigra,1629,1629,1629,1600-1800
Stelis ,Centaurea nigra,Hymenoptera,09/08/2005,1629,P011,Biesmeijer,Centaurea nigra,1629,1629,1629,1600-1800
Apis ,Mentha longifolia,,22/08/2006,1642,P308,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Apis ,Mentha longifolia,,22/08/2006,1642,P314,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Colletes ,Mentha longifolia,,22/08/2006,1642,P308,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Eristalis ,Mentha longifolia,,22/08/2006,1642,P308,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Eristalis tenax,Mentha longifolia,,22/08/2006,1642,P308,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Eristalis ,Mentha longifolia,,22/08/2006,1642,P308,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Eristalis sp,Mentha longifolia,,22/08/2006,1642,P314,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Eristalis tenax,Mentha longifolia,,22/08/2006,1642,P314,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Eristalis sp,Mentha longifolia,,22/08/2006,1642,P314,Biesmeijer,Mentha longifolia,1642,1642,1642,1600-1800
Chrysotoxum ,Parnassia palustris,,22/08/2006,1642,P311,Biesmeijer,Parnassia palustris,1642,1642,1642,1600-1800
Episyrphus ,Parnassia palustris,,22/08/2006,1642,P311,Biesmeijer,Parnassia palustris,1642,1642,1642,1600-1800
Eristalis ,Parnassia palustris,,22/08/2006,1642,P311,Biesmeijer,Parnassia palustris,1642,1642,1642,1600-1800
 ,Carduus medius,,28/08/2006,1695,P392,Biesmeijer,Carduus defloratus,1695,1695,1695,1600-1800
 ,Carduus medius,,28/08/2006,1695,P394,Biesmeijer,Carduus defloratus,1695,1695,1695,1600-1800
 ,Carduus medius,,28/08/2006,1695,P395,Biesmeijer,Carduus defloratus,1695,1695,1695,1600-1800
Bombus mesomelas,Cirsium eriophorum,,28/08/2006,1695,P390,Biesmeijer,Cirsium eriophorum,1695,1695,1695,1600-1800
Bombus mesomelas,Cirsium eriophorum,,28/08/2006,1695,P391,Biesmeijer,Cirsium eriophorum,1695,1695,1695,1600-1800
Bombus mesomelas,Cirsium eriophorum,,28/08/2006,1695,P393,Biesmeijer,Cirsium eriophorum,1695,1695,1695,1600-1800
 ,Merendera bulbocodium,,28/08/2006,1695,P396,Biesmeijer,Merendera bulbocodium,1695,1695,1695,1600-1800
Bombus wurflenii,Aconitum napellus,Hymenoptera,13/08/2005,1699,P080,Biesmeijer,Aconitum sp.,1699,1699,1699,1600-1800
Bombus sichelii,Carduus carlinoides,Hym.,14/08/1889,1700,Gavarnie,MacLeod,Carduus carlinoides,1700,1700,1700,1600-1800
Bombus lapidarius,Carduus carlinoides,Hym.,18/08/1889,1700,Port de Gavarnie,MacLeod,Carduus carlinoides,1700,1700,1700,1600-1800
Bombus terrestris complex,Carduus medius,Hym.,18/08/1889,1700,Port de Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Lasiommata maera,Carduus medius,Lep.,13/08/1889,1700,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Colias phicomone,Leontodon Autumnalis?,Lep.,14/08/1889,1700,Gavarnie,MacLeod,Leontodon Autumnalis?,1700,1700,1700,1600-1800
Erebia epiphron,Leontodon Autumnalis?,Lep.,14/08/1889,1700,Gavarnie,MacLeod,Leontodon Autumnalis?,1700,1700,1700,1600-1800
Lasiommata maera,Leontodon Autumnalis?,Lep.,14/08/1889,1700,Gavarnie,MacLeod,Leontodon Autumnalis?,1700,1700,1700,1600-1800
Bombus terrestris complex,scabiosa columbaria,Hym.,13/08/1889,1700,Gavarnie,MacLeod,Scabiosa columbaria,1700,1700,1700,1600-1800
Erebia tyndarus,scabiosa columbaria,Lep.,13/08/1889,1700,Gavarnie,MacLeod,Scabiosa columbaria,1700,1700,1700,1600-1800
Bombus hortorum,Aconitum napellus,Hym.,13/08/1889,1500-1700,Gavarnie,MacLeod,Aconitum sp.,1700,1700,1700,1600-1800
Bombus wurflenii,Aconitum napellus,Hym.,13/08/1891,1500-1702,Gavarnie,MacLeod,Aconitum sp.,1700,1700,1700,1600-1800
Bombus wurflenii,Aconitum napellus,Hym.,16/08/1891,1500-1702,Gavarnie,MacLeod,Aconitum sp.,1700,1700,1700,1600-1800
Bombus hortorum,Aconitum napellus,Hym.,16/08/1891,1500-1703,Gavarnie,MacLeod,Aconitum sp.,1700,1700,1700,1600-1800
Bombus hortorum,Aconitum napellus,Hym.,17/08/1891,1500-1704,Gavarnie,MacLeod,Aconitum sp.,1700,1700,1700,1600-1800
Bombus sichelii,Carduus medius,Hym.,13/08/1891,1550-1702,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Bombus sichelii,Carduus medius,Hym.,16/08/1891,1550-1702,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Bombus mesomelas,Carduus medius,Hym.,13/08/1891,1550-1702,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Bombus mesomelas,Carduus medius,Hym.,17/08/1891,1550-1702,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Bombus mesomelas,Carduus medius,Hym.,23/08/1891,1550-1702,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Bombus terrestris complex,Carduus medius,Hym.,13/08/1891,1550-1702,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Bombus terrestris complex,Carduus medius,Hym.,14/08/1891,1550-1702,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Bombus terrestris complex,Carduus medius,Hym.,16/08/1889,1550-1700,Gavarnie,MacLeod,Carduus defloratus,1700,1700,1700,1600-1800
Sphaerophorium sp.,Mentha longifolia,Diptera,13/08/2005,1702,P079,Biesmeijer,Mentha longifolia,1702,1702,1702,1600-1800
Eristalis similis,Mentha longifolia,Diptera,13/08/2005,1702,P079,Biesmeijer,Mentha longifolia,1702,1702,1702,1600-1800
Eristalis tenax,Mentha longifolia,Diptera,13/08/2005,1702,P079,Biesmeijer,Mentha longifolia,1702,1702,1702,1600-1800
Eristalis sp.,Mentha longifolia,Diptera,13/08/2005,1702,P079,Biesmeijer,Mentha longifolia,1702,1702,1702,1600-1800
 ,Aconitum napellus,Hymenoptera,13/08/2005,1707,P072,Biesmeijer,Aconitum sp.,1707,1707,1707,1600-1800
Bombus humilis,Aconitum napellus,Hymenoptera,13/08/2005,1707,P072,Biesmeijer,Aconitum sp.,1707,1707,1707,1600-1800
